Order,PID,MS_SubClass,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Central_Air,Electrical,SF_1st_Flr,SF_2nd_Flr,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Ssn3_Porch,Screen_Porch,Fence,Misc_Val,Mo_Sold,Yr_Sold,SaleCondition,SalePrice
2696,903456060,30,60,9786,Reg,Lvl,Inside,IDOTRR,1Fam,1Story,3,4,1922,1950,Hip,Wd Sdng,TA,TA,BrkTil,TA,Fa,No,Unf,0,1007,1007,N,SBrkr,1077,0,1077,0,0,1,0,3,TA,6,1,Gd,Detchd,1922,Unf,1,210,TA,Fa,0,100,48,0,0,NA,0,5,2006,Normal,91000
2697,903456090,190,60,6780,Reg,Lvl,Inside,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,TA,Fa,CBlock,TA,TA,Av,GLQ,490,30,520,N,SBrkr,520,0,754,1,0,1,0,2,TA,5,0,NA,NA,,NA,0,0,NA,NA,53,0,0,0,0,NA,0,6,2006,Normal,84500
2698,903458010,30,60,7200,Reg,Lvl,Corner,IDOTRR,1Fam,1Story,6,6,1930,1950,Gable,VinylSd,TA,TA,BrkTil,TA,TA,No,LwQ,343,641,984,Y,FuseF,984,0,984,0,0,1,0,3,TA,6,0,NA,Detchd,1930,Unf,1,308,TA,TA,0,0,164,0,0,NA,0,3,2006,Family,90000
2699,904100030,50,82,12375,Reg,Lvl,Inside,Sawyer,1Fam,1.5Fin,5,5,1951,1951,Gable,HdBoard,TA,Fa,CBlock,TA,TA,No,BLQ,329,477,806,Y,SBrkr,1081,341,1422,1,0,1,0,3,TA,7,1,TA,Detchd,1951,Unf,1,288,TA,TA,0,0,0,0,0,GdWo,0,6,2006,Normal,137500
2700,904100090,90,120,11136,Reg,Lvl,Corner,Sawyer,Duplex,1Story,6,5,1964,1964,Gable,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,1921,1921,Y,SBrkr,1921,0,1921,0,0,2,0,4,TA,8,0,NA,Detchd,1964,Unf,2,576,TA,TA,0,180,0,0,0,NA,0,7,2006,Normal,150000
2701,904100170,20,100,21370,Reg,Lvl,FR2,Sawyer,1Fam,1Story,5,5,1950,1950,Gable,Wd Sdng,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,FuseA,1640,0,1640,0,0,1,0,3,TA,7,1,Gd,Attchd,1950,RFn,2,394,TA,TA,0,0,225,0,0,NA,600,6,2006,Normal,131000
2702,904101040,80,92,6930,IR1,Lvl,Inside,ClearCr,1Fam,SLvl,5,4,1958,1958,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,Av,BLQ,300,468,1062,Y,FuseF,1352,0,1352,0,1,1,0,3,Gd,6,0,NA,BuiltIn,1958,Unf,1,288,TA,TA,168,0,294,0,0,NA,0,7,2006,Abnorml,130000
2703,904301410,30,55,8250,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,7,1935,1950,Gable,Wd Sdng,TA,TA,Slab,NA,NA,NA,NA,0,0,0,N,SBrkr,1032,0,1032,0,0,1,0,2,TA,6,1,TA,Detchd,1939,Unf,1,260,TA,TA,0,0,121,0,0,NA,0,6,2006,Normal,125000
2704,904302020,30,50,5220,IR1,Lvl,Inside,SWISU,1Fam,1Story,5,3,1936,1950,Gable,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,830,830,Y,SBrkr,879,0,879,0,0,1,0,2,TA,4,0,NA,Detchd,1936,Unf,1,180,TA,TA,0,108,0,0,0,NA,0,1,2006,Normal,80000
2705,904302030,20,50,5500,Reg,Lvl,Inside,SWISU,1Fam,1Story,7,5,2004,2004,Shed,VinylSd,TA,TA,PConc,Gd,Gd,Mn,GLQ,510,190,1073,Y,SBrkr,1073,0,1073,1,0,2,0,2,TA,4,0,NA,Detchd,2004,Unf,1,246,TA,TA,0,120,0,0,0,NA,0,5,2006,Normal,157000
2706,905100030,20,75,11235,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,547,504,1051,Y,SBrkr,1382,0,1382,0,0,1,1,3,TA,6,1,Po,Attchd,1974,Unf,2,459,TA,TA,0,82,0,0,0,NA,0,10,2006,Normal,148000
2707,905101330,90,72,10791,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,5,1967,1967,Gable,MetalSd,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1296,0,1296,0,0,2,0,2,TA,6,0,NA,CarPort,1967,Unf,2,516,TA,TA,0,0,0,0,0,NA,500,10,2006,Normal,90000
2708,905101450,20,70,8414,Reg,Lvl,Inside,Sawyer,1Fam,1Story,6,8,1963,2003,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,GLQ,663,396,1059,Y,SBrkr,1068,0,1068,0,1,1,0,3,TA,6,0,NA,Attchd,1963,RFn,1,264,TA,TA,192,0,0,0,0,MnPrv,0,2,2006,Normal,154500
2709,905103130,20,,11327,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,6,1967,1967,Hip,HdBoard,TA,TA,CBlock,TA,TA,Av,ALQ,779,285,1064,Y,SBrkr,1064,0,1064,0,1,1,0,3,TA,6,1,TA,Attchd,1967,Unf,2,528,TA,TA,314,48,0,0,0,NA,0,6,2006,Normal,153600
2710,905103140,80,96,11777,IR1,Lvl,Inside,Sawyer,1Fam,SLvl,5,6,1966,1966,Gable,VinylSd,TA,TA,CBlock,TA,TA,Av,LwQ,328,285,1164,Y,SBrkr,1320,0,1320,1,0,1,0,3,TA,6,2,Fa,Attchd,1966,RFn,2,564,TA,TA,160,68,240,0,0,NA,0,5,2006,Abnorml,164500
2711,905103180,80,80,10366,IR1,Lvl,Corner,Sawyer,1Fam,SLvl,6,7,1964,1964,Gable,HdBoard,TA,Gd,CBlock,TA,TA,Av,GLQ,456,456,912,Y,SBrkr,934,0,934,0,1,1,0,2,TA,4,0,NA,Attchd,1964,Unf,1,336,TA,TA,77,0,0,0,0,GdPrv,500,7,2006,Normal,132000
2712,905105010,20,75,9000,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,6,1966,1966,Gable,Plywood,TA,TA,CBlock,TA,TA,No,ALQ,773,286,1059,Y,SBrkr,1059,0,1059,1,0,1,0,3,TA,6,0,NA,Attchd,1966,Fin,1,286,TA,TA,0,88,0,0,0,GdWo,0,6,2006,Abnorml,142500
2713,905106210,20,,11553,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Hip,Plywood,TA,TA,CBlock,TA,TA,No,BLQ,673,378,1051,Y,SBrkr,1159,0,1159,0,0,1,1,3,TA,7,1,Fa,Attchd,1968,Unf,1,336,TA,TA,466,0,0,0,0,NA,0,7,2006,Normal,158000
2714,905107070,60,74,7844,Reg,Lvl,Inside,Sawyer,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,209,463,672,Y,SBrkr,672,728,1400,0,0,1,1,3,TA,6,1,TA,Attchd,1978,Fin,2,440,TA,TA,0,0,0,0,0,NA,0,3,2006,Normal,149500
2715,905107220,20,,9535,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,194,0,1176,Y,SBrkr,1458,0,1458,1,0,1,1,3,TA,7,1,TA,Attchd,1967,Unf,2,512,TA,TA,284,0,0,0,0,MnPrv,0,7,2006,Normal,165000
2716,905107240,20,78,10335,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,6,1968,1993,Gable,Plywood,TA,TA,CBlock,TA,TA,No,Rec,570,891,1461,Y,SBrkr,1721,0,1721,0,0,2,1,3,TA,7,1,TA,Attchd,1968,RFn,2,440,TA,TA,0,96,180,0,0,MnPrv,0,7,2006,Normal,180000
2717,905107300,80,,7176,IR1,Lvl,CulDSac,Sawyer,1Fam,SLvl,6,6,1978,1978,Gable,HdBoard,TA,TA,CBlock,TA,Gd,Gd,GLQ,794,166,960,Y,SBrkr,1040,0,1040,1,0,1,0,3,TA,6,1,Fa,Detchd,1979,Unf,2,616,TA,TA,131,0,0,0,180,GdPrv,0,7,2006,Normal,160500
2718,905108090,90,,9662,IR1,Lvl,Inside,Sawyer,Duplex,1Story,5,4,1977,1977,Gable,Plywood,TA,TA,CBlock,Gd,TA,No,Unf,0,1967,1967,Y,SBrkr,1967,0,1967,0,0,2,0,6,TA,10,0,NA,Attchd,1977,Fin,2,580,TA,TA,170,0,0,0,0,NA,0,8,2006,Normal,156500
2719,905108120,90,75,8235,Reg,Lvl,Inside,Sawyer,Duplex,1Story,5,4,1977,1977,Gable,Plywood,TA,TA,CBlock,TA,TA,No,Rec,483,1466,1949,Y,SBrkr,1949,0,1949,0,0,2,0,6,TA,10,0,NA,Attchd,1977,RFn,2,586,TA,TA,32,0,0,0,0,NA,0,5,2006,Normal,157000
2720,905200280,50,,13650,Reg,Lvl,Inside,Sawyer,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,Gd,Gd,CBlock,TA,TA,No,ALQ,57,554,1052,Y,SBrkr,1252,668,1920,1,0,2,0,4,Gd,8,1,Gd,Attchd,1958,Unf,2,451,TA,TA,0,0,0,0,0,NA,0,7,2006,Normal,172500
2721,905200290,20,88,13125,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,4,1957,2000,Gable,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,168,284,1134,Y,SBrkr,1803,0,1803,1,0,2,0,3,TA,8,1,TA,Attchd,1957,RFn,2,484,TA,TA,0,0,0,0,0,GdPrv,0,1,2006,Normal,155000
2722,905200340,20,102,17920,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,Mn,ALQ,306,372,1763,Y,SBrkr,1779,0,1779,1,0,1,1,3,TA,6,1,Gd,Attchd,1955,Unf,2,454,TA,TA,0,418,0,0,312,NA,0,7,2006,Abnorml,170000
2723,905200380,30,,17529,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1924,1950,Gable,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,0,872,872,N,FuseF,872,0,872,0,0,1,0,2,Fa,5,1,Gd,Detchd,1924,Unf,1,322,Fa,Fa,0,0,116,0,0,NA,0,4,2006,Normal,105000
2724,905200490,80,,10246,IR1,Lvl,CulDSac,Sawyer,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,0,648,Y,SBrkr,960,0,960,1,1,0,0,0,TA,3,0,NA,Attchd,1965,Unf,1,364,TA,TA,88,0,0,0,0,NA,0,5,2006,Normal,145000
2725,905201090,20,,14175,Reg,Bnk,Corner,Sawyer,1Fam,1Story,5,6,1956,1987,Gable,CemntBd,TA,TA,CBlock,TA,TA,No,Rec,988,200,1188,Y,SBrkr,1437,0,1437,1,0,1,1,3,TA,6,1,TA,Detchd,1999,Unf,2,576,TA,TA,304,0,0,0,0,NA,0,11,2006,Normal,168000
2726,905202190,20,,20355,Reg,Low,Inside,ClearCr,1Fam,1Story,7,6,1967,1967,Gable,Plywood,TA,TA,CBlock,Gd,TA,Av,Rec,810,229,1865,Y,SBrkr,1830,0,1830,1,0,1,0,2,TA,6,2,Gd,Attchd,1967,Unf,2,521,TA,TA,0,115,168,0,0,NA,0,6,2006,Normal,278000
2727,905202210,20,87,13050,Reg,Low,Inside,ClearCr,1Fam,1Story,5,6,1963,1963,Flat,WdShing,TA,TA,CBlock,Gd,TA,Av,Rec,104,46,1000,Y,SBrkr,1000,0,1000,1,0,1,0,1,TA,4,2,TA,Attchd,1993,Unf,2,575,TA,TA,238,0,148,0,0,NA,0,4,2006,Normal,164000
2728,905225080,50,81,15593,Reg,Lvl,Corner,ClearCr,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,603,701,1304,Y,SBrkr,1304,983,2287,0,0,2,0,3,TA,7,1,TA,Attchd,1953,Fin,2,667,TA,TA,0,21,114,0,0,NA,0,7,2006,Normal,225000
2729,905300010,85,72,10820,Reg,Lvl,Corner,Sawyer,1Fam,SFoyer,5,7,1971,1972,Gable,HdBoard,TA,TA,PConc,Gd,TA,Av,GLQ,535,88,782,Y,SBrkr,810,0,810,1,0,1,0,2,TA,4,0,NA,Detchd,1973,Unf,2,576,TA,TA,0,0,0,0,0,MnPrv,0,6,2006,Normal,130000
2730,905300080,20,100,13350,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,762,102,864,Y,SBrkr,894,0,894,1,0,1,0,3,TA,5,1,Fa,Attchd,1974,Unf,2,440,TA,TA,241,0,0,0,0,MnPrv,0,6,2006,Normal,142500
2731,905351045,150,,1700,Reg,HLS,Inside,ClearCr,Twnhs,1.5Fin,7,5,1980,1981,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,397,33,430,Y,SBrkr,880,680,1700,1,0,2,1,2,Gd,7,0,NA,Basment,1980,Fin,1,450,Gd,TA,188,36,0,0,200,NA,0,4,2006,Normal,148400
2732,905351150,120,,5271,IR1,Low,Inside,ClearCr,1Fam,1Story,7,5,1986,1986,Gable,Wd Sdng,TA,TA,PConc,Gd,TA,Gd,GLQ,1082,371,1453,Y,SBrkr,1453,0,1453,1,0,1,1,2,Gd,6,1,TA,Attchd,1986,RFn,2,445,TA,TA,0,80,0,0,184,NA,0,12,2006,Abnorml,190000
2733,905402110,20,75,9375,Reg,Lvl,Corner,Edwards,1Fam,1Story,4,5,1954,1954,Gable,MetalSd,TA,Gd,CBlock,TA,TA,No,Rec,799,168,967,Y,SBrkr,1350,0,1350,0,0,1,1,3,TA,6,1,Gd,Attchd,1954,RFn,2,504,TA,TA,237,0,0,0,0,NA,0,6,2006,Normal,146000
2734,905403050,50,62,6488,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,5,1942,1950,Gable,BrkFace,TA,TA,BrkTil,TA,TA,No,LwQ,230,569,799,N,FuseA,799,351,1150,0,0,1,0,3,TA,6,2,TA,BuiltIn,1942,Unf,1,215,TA,TA,264,0,0,0,0,NA,0,3,2006,Family,128000
2735,905426100,20,78,7800,Reg,Bnk,Inside,Edwards,1Fam,2Story,5,8,1948,2002,Gable,MetalSd,TA,Gd,CBlock,TA,Gd,No,GLQ,603,293,896,Y,SBrkr,1112,896,2008,1,0,3,0,3,Ex,8,0,NA,Attchd,1948,Unf,1,230,TA,TA,103,0,0,0,0,NA,0,8,2006,Normal,225000
2736,905426150,80,,19690,IR1,Lvl,CulDSac,Edwards,1Fam,SLvl,6,7,1966,1966,Flat,Plywood,Gd,Gd,CBlock,Gd,TA,Av,Unf,0,697,697,Y,SBrkr,1575,626,2201,0,0,2,0,4,Gd,8,1,Gd,Attchd,1966,Unf,2,432,Gd,Gd,586,236,0,0,0,GdPrv,0,8,2006,Alloca,274970
2737,905427010,70,114,19950,Reg,Lvl,Corner,Edwards,1Fam,2Story,6,7,1928,1950,Gable,WdShing,TA,TA,PConc,TA,TA,No,Unf,0,672,672,Y,SBrkr,1337,672,2009,0,0,2,0,4,TA,8,2,Gd,2Types,1928,Unf,3,795,TA,TA,0,42,0,0,180,NA,0,12,2006,Normal,235000
2738,905427030,75,60,19800,Reg,Lvl,Inside,Edwards,1Fam,2.5Unf,6,8,1935,1990,Gable,BrkFace,TA,TA,BrkTil,TA,TA,No,Rec,425,1411,1836,Y,SBrkr,1836,1836,3672,0,0,3,1,5,Gd,7,2,Gd,Detchd,1993,Unf,2,836,TA,TA,684,80,32,0,0,NA,0,12,2006,Normal,415000
2739,905427140,80,78,11679,IR1,Lvl,Inside,Edwards,1Fam,SLvl,5,5,1962,1962,Gable,Plywood,TA,TA,CBlock,TA,TA,Gd,ALQ,612,0,1776,Y,SBrkr,1560,0,1560,0,1,2,0,3,TA,6,1,Fa,Attchd,1962,Fin,2,528,TA,TA,453,253,144,0,0,MnPrv,0,5,2006,Normal,182000
2740,905451050,20,80,12048,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,6,1952,2002,Gable,Wd Sdng,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1488,0,1488,0,0,1,0,3,TA,7,1,Ex,Attchd,2002,RFn,2,569,TA,TA,0,189,36,0,348,NA,0,4,2006,Normal,135000
2741,905451410,20,70,10519,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,8,1955,1999,Hip,MetalSd,TA,TA,CBlock,TA,TA,Mn,Unf,0,1057,1057,Y,SBrkr,1057,0,1057,0,1,1,0,3,Gd,6,0,NA,Attchd,1955,Unf,1,288,TA,TA,0,0,0,0,0,NA,0,3,2006,Normal,137000
2742,905452140,50,75,9525,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,TA,TA,CBlock,TA,Fa,No,Rec,444,550,994,Y,SBrkr,1216,639,1855,0,0,2,0,4,TA,7,0,NA,Attchd,1954,Unf,1,325,TA,TA,182,0,0,0,0,NA,0,10,2006,Normal,136900
2743,905452150,50,75,9525,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,5,1953,1953,Gable,MetalSd,TA,TA,CBlock,TA,TA,No,LwQ,468,532,1000,Y,SBrkr,1068,541,1609,0,0,1,1,5,TA,7,0,NA,Attchd,1953,Unf,1,305,Fa,TA,0,0,0,0,0,NA,0,7,2006,Normal,149900
2744,905475150,20,57,6420,IR1,Lvl,Inside,Edwards,1Fam,1Story,5,7,1952,1952,Gable,Wd Sdng,TA,TA,PConc,Ex,Gd,Mn,LwQ,210,219,980,Y,FuseA,1148,0,1148,0,1,1,0,2,TA,6,0,NA,Detchd,1952,Unf,1,308,TA,TA,0,0,0,0,0,NA,0,9,2006,Normal,123500
2745,905477010,20,77,8335,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,TA,TA,Slab,NA,NA,NA,NA,0,0,0,Y,SBrkr,1124,0,1124,0,0,1,0,3,TA,5,1,Gd,NA,,NA,0,0,NA,NA,0,36,190,0,0,NA,0,4,2006,Normal,93000
2746,905480160,50,50,7585,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,3,1948,1950,Gable,MetalSd,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,810,810,Y,FuseA,1002,454,1456,1,1,1,0,4,TA,7,1,TA,Detchd,1954,Unf,1,280,TA,TA,0,0,0,0,0,NA,0,8,2006,Normal,91500
2747,906202040,20,,11200,Reg,Lvl,Inside,SawyerW,1Fam,1Story,6,5,1985,1985,Gable,Wd Sdng,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,40,1298,Y,SBrkr,1298,0,1298,1,0,2,0,3,Gd,5,1,TA,Attchd,1985,Unf,2,403,TA,TA,165,26,0,0,0,NA,0,5,2006,Normal,180000
2748,906204180,60,88,12128,IR1,Bnk,Inside,SawyerW,1Fam,2Story,6,4,1989,1989,Gable,HdBoard,Gd,TA,CBlock,Gd,TA,No,ALQ,549,319,868,Y,SBrkr,1313,1246,2559,0,0,2,1,4,Ex,9,1,TA,Attchd,1989,RFn,2,506,TA,TA,0,245,0,0,168,MnPrv,0,11,2006,Abnorml,209000
2749,906223180,60,80,9554,IR1,Lvl,Inside,SawyerW,1Fam,2Story,8,5,1993,1994,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,380,397,777,Y,SBrkr,1065,846,1911,0,0,2,1,3,Gd,8,1,TA,Attchd,1993,RFn,2,471,TA,TA,182,81,0,0,0,NA,0,9,2006,Normal,215000
2750,906225180,90,73,9069,Reg,Lvl,Inside,SawyerW,Duplex,SFoyer,6,8,1993,1993,Gable,HdBoard,Gd,Gd,PConc,Gd,TA,Av,LwQ,261,0,1344,Y,SBrkr,1440,0,1440,2,0,2,0,2,Gd,8,0,NA,Attchd,1993,Unf,4,920,TA,TA,288,0,0,0,0,NA,0,4,2006,Normal,224500
2751,906380110,60,133,11003,IR2,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,1308,1308,Y,SBrkr,1308,568,1876,0,0,2,1,3,Gd,7,0,NA,BuiltIn,2005,RFn,3,848,TA,TA,0,40,0,0,0,NA,0,7,2006,Partial,229800
2752,906380150,20,64,7488,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,393,815,1208,Y,SBrkr,1208,0,1208,0,0,2,0,2,Gd,6,0,NA,Attchd,2005,RFn,2,632,TA,TA,105,58,0,0,0,NA,0,2,2006,Abnorml,183600
2753,906380170,20,64,7406,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,684,515,1199,Y,SBrkr,1220,0,1220,1,0,2,0,2,Gd,6,0,NA,Attchd,2006,RFn,2,632,TA,TA,105,54,0,0,0,NA,0,7,2006,Partial,194000
2754,906380180,20,64,6762,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,Gd,Av,Unf,0,1286,1286,Y,SBrkr,1294,0,1294,0,0,2,0,2,Gd,6,1,Gd,Attchd,2006,RFn,2,662,TA,TA,168,55,0,0,0,NA,0,7,2006,Partial,193879
2755,906382030,20,86,11210,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,20,1594,1614,Y,SBrkr,1614,0,1614,0,0,2,0,3,Gd,7,0,NA,Attchd,2005,RFn,3,865,TA,TA,144,59,0,0,0,NA,0,7,2006,Partial,221500
2756,906382040,20,73,8990,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,Unf,0,1498,1498,Y,SBrkr,1498,0,1498,0,0,2,0,2,Gd,5,0,NA,Attchd,2006,RFn,2,675,TA,TA,351,33,0,0,0,NA,0,4,2006,Partial,204900
2757,906382050,60,73,8760,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,Gd,Mn,GLQ,464,927,1391,Y,SBrkr,1391,571,1962,0,0,2,1,3,Gd,7,0,NA,Attchd,2006,RFn,3,868,TA,TA,0,90,0,0,0,NA,0,8,2006,Partial,239799
2758,906392090,20,90,13377,Reg,Lvl,Corner,CollgCr,1Fam,1Story,6,5,2006,2006,Hip,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,1576,260,1836,Y,SBrkr,1846,0,1846,1,0,2,0,3,Gd,7,1,Gd,Attchd,2006,RFn,2,495,TA,TA,0,32,0,0,0,NA,0,7,2006,Partial,233555
2759,906392100,20,78,11645,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,434,1734,Y,SBrkr,1734,0,1734,1,0,2,0,3,Gd,7,0,NA,Attchd,2005,Fin,2,660,TA,TA,160,24,0,0,0,NA,0,1,2006,Normal,260000
2760,906392120,20,78,11645,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2005,2006,Hip,VinylSd,Gd,TA,PConc,Ex,TA,Gd,GLQ,1122,448,1570,Y,SBrkr,1590,0,1590,1,0,2,1,2,Ex,6,0,NA,Attchd,2005,Fin,3,754,TA,TA,176,80,0,0,0,NA,0,8,2006,Partial,294900
2761,906394010,60,91,10984,IR1,Lvl,Corner,CollgCr,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Gd,Unf,0,945,945,Y,SBrkr,945,864,1809,0,0,2,1,3,Gd,8,0,NA,Attchd,2005,RFn,2,638,TA,TA,144,54,0,0,0,NA,0,5,2006,Partial,209700
2762,906394040,20,78,9316,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Gd,GLQ,56,1558,1614,Y,SBrkr,1614,0,1614,0,0,2,0,3,Gd,7,1,Gd,Attchd,2005,Fin,2,576,TA,TA,100,45,0,0,0,NA,0,3,2006,Normal,225000
2763,906394060,60,78,9316,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,784,784,Y,SBrkr,784,812,1596,0,0,2,1,3,Gd,6,0,NA,Attchd,2005,RFn,2,610,TA,TA,144,45,0,0,0,NA,0,6,2006,Normal,181000
2764,906420020,60,80,10041,IR1,Lvl,Inside,SawyerW,1Fam,2Story,8,5,1992,1992,Gable,HdBoard,Gd,TA,PConc,Gd,TA,Mn,GLQ,789,119,908,Y,SBrkr,927,988,1915,1,0,2,1,3,Gd,8,1,TA,Attchd,1992,Fin,2,506,TA,TA,120,150,0,0,0,NA,0,2,2006,Abnorml,220000
2765,906426090,20,,36500,IR1,Low,Inside,ClearCr,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,TA,Gd,CBlock,TA,TA,Av,Rec,812,812,1624,Y,SBrkr,1582,0,1582,0,1,2,0,4,TA,7,0,NA,Attchd,1964,Unf,2,390,TA,TA,168,198,0,0,0,NA,0,6,2006,Normal,190000
2766,906475050,80,,21453,IR1,Low,CulDSac,ClearCr,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,TA,TA,CBlock,TA,TA,Gd,ALQ,938,0,938,Y,SBrkr,988,0,988,1,0,1,0,1,TA,4,2,TA,Attchd,1969,Unf,2,540,TA,TA,0,130,0,130,0,NA,0,10,2006,Normal,180000
2767,906475200,20,62,70761,IR1,Low,Inside,ClearCr,1Fam,1Story,7,5,1975,1975,Gable,Plywood,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,878,1533,Y,SBrkr,1533,0,1533,1,0,2,0,2,Gd,5,2,TA,Attchd,1975,Unf,2,576,TA,TA,200,54,0,0,0,NA,0,12,2006,Normal,280000
2768,906476140,20,80,12000,Reg,Lvl,Inside,ClearCr,1Fam,1Story,6,5,1968,1968,Gable,Plywood,TA,Fa,CBlock,Gd,Fa,No,LwQ,853,535,1388,Y,SBrkr,1388,0,1388,1,0,2,0,3,TA,6,1,Po,Attchd,1968,RFn,2,522,TA,TA,0,58,0,0,0,NA,0,7,2006,Abnorml,158900
2769,907125020,85,57,8846,IR1,Lvl,CulDSac,CollgCr,1Fam,SFoyer,5,5,1996,1996,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,298,572,870,Y,SBrkr,914,0,914,0,0,1,0,2,TA,5,0,NA,Detchd,1998,Unf,2,576,TA,TA,0,0,0,0,0,NA,0,7,2006,Normal,148000
